poi_id;writer;keyword;wrating;wtime;mlocation;review;ids;titlen;mrating;mtipe;wlocation;mtotreview;wlocationlat;wlocationlong
21;young_hendro;visit this place, virgin mary, serene place, catholic church, cool weather, satay, grotto, prayer, mass, lembang, devotion, pilgrimage, spiritual, statue, journey, attraction;50;2017/5/2;-6.911733,107.61102;If you are a Catholic you might go here and pray.The Virgin Mary Grotto here is crowded with people who want to pray for their needs.;481132313;Good Place To Pray - Pertapaan Karmel OCD;45;Points of Interest & Landmarks, Sacred & Religious Sites, Sights & Landmarks ;Jakarta, Indonesia;113;-6.17511;106.865039
25;Rizan H;eatery places, es teler, pizza hut, nice place to walk, lots of shops, indonesian food, unique concept, t shirt, reasonable price, factory outlet, visit this place, food court, jeans, cinema, supermarket, street, xxi;40;2017/4/8;-6.911733,107.61102;Lots of food outlets,kids zone and ...everything is here to enjoy your vacation. One of the best hot spot in Bandung;473691180;Happening Mall - Cihampelas Walk Shopping Mall;40;Shopping Malls, Shopping ;Jakarta, Indonesia;140;-6.17511;106.865039
21;Alvin N;visit this place, virgin mary, serene place, catholic church, cool weather, satay, grotto, prayer, mass, lembang, devotion, pilgrimage, spiritual, statue, journey, attraction;50;2017/6/8;-6.911733,107.61102;Tucked away in a corner of Lembang town, this place is easily missed if one does not consciously look for it. A beautiful contemporary design church with minimalist decor. Look out for the manicured garden walkway behind the church that Roman Catholics would well identify with as well as the grotto dedicated to the Blessed Virgin Mary. A serene place to be in the midst of a busy day for a moment of peace and contemplation and maybe a prayer or two.;491652618;A spiritual haven - Pertapaan Karmel OCD;45;Points of Interest & Landmarks, Sacred & Religious Sites, Sights & Landmarks ;Kuching, Malaysia;113;1.607681;110.378544
21;Selena G;visit this place, virgin mary, serene place, catholic church, cool weather, satay, grotto, prayer, mass, lembang, devotion, pilgrimage, spiritual, statue, journey, attraction;50;2017/5/1;-6.911733,107.61102;Truly blessed to be able to visit this beautiful and charming church. The garden surrounding the church covers stations of the cross, a grotto tributing Mother Mary and a monument of Christ. Location is in Lembang, just 5 mins drive from floating market. And do try the bakso just outside the church, it's yumms!;480455176;Serenity in Lembang - Pertapaan Karmel OCD;45;Points of Interest & Landmarks, Sacred & Religious Sites, Sights & Landmarks ;Kuching, Malaysia;113;1.607681;110.378544
21;fandy j;visit this place, virgin mary, serene place, catholic church, cool weather, satay, grotto, prayer, mass, lembang, devotion, pilgrimage, spiritual, statue, journey, attraction;50;2017/8/16;-6.911733,107.61102;Ask urself if u want to visit this place.If u want to pray, retreat, rejuvenate, or even get enlightments... Or u just want to hunt instagrammable place?Seriously, this is spiritual tourism.Of course ull get fresh air, beautiful scenery, but with sceptical or cynical look, ud better find another place to visit.;514082888;Time to retreat - Pertapaan Karmel OCD;45;Points of Interest & Landmarks, Sacred & Religious Sites, Sights & Landmarks ;palembang;113;-2.976073;104.775431
21;Yanssens T;visit this place, virgin mary, serene place, catholic church, cool weather, satay, grotto, prayer, mass, lembang, devotion, pilgrimage, spiritual, statue, journey, attraction;50;2017/7/13;-6.911733,107.61102;If you're catholic or Christian you can visit this place to have pray or meditation. Also don't forget to try the food outside the place. The noodle and the satay are very good.;501503697;Nice place and love the weather - Pertapaan Karmel OCD;45;Points of Interest & Landmarks, Sacred & Religious Sites, Sights & Landmarks ;Kuching, Malaysia;113;1.607681;110.378544
21;JoanesIndrawan;visit this place, virgin mary, serene place, catholic church, cool weather, satay, grotto, prayer, mass, lembang, devotion, pilgrimage, spiritual, statue, journey, attraction;40;2016/12/4;-6.911733,107.61102;Managed by Catholic Ordo Carmel, this place is good to pray and take pictures(prohibited in some areas). The cool weather and the cool wind feels very convenient to calm ourselves and praying. ;441911855;PRAY AND HOLIDAY - Pertapaan Karmel OCD;45;Points of Interest & Landmarks, Sacred & Religious Sites, Sights & Landmarks ;Yogyakarta, Indonesia;113;-7.79558;110.36949
25;Fadhilah R;eatery places, es teler, pizza hut, nice place to walk, lots of shops, indonesian food, unique concept, t shirt, reasonable price, factory outlet, visit this place, food court, jeans, cinema, supermarket, street, xxi;50;2017/4/18;-6.911733,107.61102;Whenever I visited Bandung, it is a must for me to come here.Not to shop, but for movies, window shopping, supermarket and the eateries here!Something like Yoshinoya, because Singapore one is not halal, so we went here to try it out.And the main thing here is, the atmosphere and the mall's layout that caught my attention. Always love the breeze while walking down the sky walk.Good for youngsters and families!The cinema here is first class!!!Try it!;476987161;MY FAVOURITE MALL IN TOWN! - Cihampelas Walk Shopping Mall;40;Shopping Malls, Shopping ;Singapore, null, Singapore;140;1.33376;103.697284
25;Aharyati;eatery places, es teler, pizza hut, nice place to walk, lots of shops, indonesian food, unique concept, t shirt, reasonable price, factory outlet, visit this place, food court, jeans, cinema, supermarket, street, xxi;40;2017/8/22;-6.911733,107.61102;The best time to visit this mall is in the night, cause the light arrangement surround the mall very nice. Many food vendor available here..also the big tenant ..., overall is nice place to visit !;516499821;Nice and unique mall - Cihampelas Walk Shopping Mall;40;Shopping Malls, Shopping ;Balikpapan, Indonesia;140;-1.237927;116.852853
25;Leo H;eatery places, es teler, pizza hut, nice place to walk, lots of shops, indonesian food, unique concept, t shirt, reasonable price, factory outlet, visit this place, food court, jeans, cinema, supermarket, street, xxi;40;2017/8/21;-6.911733,107.61102;One of popular mall at bandung to hangout and many food n tenant there. The mall concept is outdoor n indoor mall so u can choose want to outside or inside.;515871998;Nice mall - Cihampelas Walk Shopping Mall;40;Shopping Malls, Shopping ;Shah Alam Selangor;140;3.073281;101.518461
25;rebekahlaruen;eatery places, es teler, pizza hut, nice place to walk, lots of shops, indonesian food, unique concept, t shirt, reasonable price, factory outlet, visit this place, food court, jeans, cinema, supermarket, street, xxi;40;2017/6/29;-6.911733,107.61102;It's not too expensive to shop at, but not too many activities. However, fun to go with friends or family and has a lot of delicious restaurants.;497277580;Fun to go, good food, fun stages and... - Cihampelas Walk Shopping Mall;40;Shopping Malls, Shopping ;Austin, Texas;140;30.267153;-97.743061
25;RR1231;eatery places, es teler, pizza hut, nice place to walk, lots of shops, indonesian food, unique concept, t shirt, reasonable price, factory outlet, visit this place, food court, jeans, cinema, supermarket, street, xxi;40;2017/8/17;-6.911733,107.61102;I found this place on 09-08-2017 thru blogger , And understand from the local vendor , this place just open 6 month ago , overall is a nice place to walk around , Many shopping and food to choose from , I would say It a must visit place when in Bandung;514181071;Visit on Afternoon - Cihampelas Walk Shopping Mall;40;Shopping Malls, Shopping ;Shah Alam Selangor;140;3.073281;101.518461
25;KENLIMSC;eatery places, es teler, pizza hut, nice place to walk, lots of shops, indonesian food, unique concept, t shirt, reasonable price, factory outlet, visit this place, food court, jeans, cinema, supermarket, street, xxi;40;2017/4/25;-6.894006,107.60504;big and nice shopping mall with many shops and eatery places. Many to grab a item here which is 30% cheaper than that sold at Heritage factory outlet for the exacts same items.Along the main street of Cihampelas mall is the jean street with many shops that sold jeans and others cheap and nice T-shirt. manage to get my jean altered (cut short the length) for 10 000 Rp.;478757568;Great Mall with lots of shops and eatery - Cihampelas Walk Shopping Mall;40;Shopping Malls, Shopping ;Singapore, Singapore;140;1.352083;103.819836
27;Goonerbeer;trans studio, high class, theme park, department store, roller coaster, bazaar, cinema, hangout, shopping, eateries;40;2017/3/21;-6.911733,107.61102;I guess it's really what you want to go for, but we went to fill some time due to the weather, so....We didn't go for the shopping (which there is plenty of), We didn't go for the theme park (which looked quite good, exciting looking roller coaster, perhaps pricy for Indo standards?)We didn't go for the kids play area, (our baby was only 6 months old, we did look round, and there is plenty)We didn't go for the food (but there was plenty of options covering various cuisines, and in nicely themed areas)Overall a mall of very high standards which has all bases covered, but best attend with some particular reason in mind!Note we found it difficult to find a taxi afterwards, we exited where the Mosque and the roller coaster is situated, but got directed to the 'Rear' via the entrance to the hotel, security looked at first a bit unhappy that we were walking around the hotel entrance, but as I'm a westerner I guess they let us off. ;469109328;All bases covered - Trans Studio Mall;40;Department Stores, Shopping Malls, Shopping ;Barnstaple, United Kingdom;92;51.07816;-4.058338
25;aizatshukor;eatery places, es teler, pizza hut, nice place to walk, lots of shops, indonesian food, unique concept, t shirt, reasonable price, factory outlet, visit this place, food court, jeans, cinema, supermarket, street, xxi;40;2017/5/24;-6.911733,107.61102;Its a modern mall at the touristy cihampelas walkA nice outdoor mall concept that gives you good time to stroll along and people watching.The goods probably you can get from your own country. But the food, there are some trendy restaurants serving indonesian food.;487231309;Nice mall to stroll along - Cihampelas Walk Shopping Mall;40;Shopping Malls, Shopping ;Kuala Lumpur, Malaysia;140;3.139003;101.686855
25;arpitam;eatery places, es teler, pizza hut, nice place to walk, lots of shops, indonesian food, unique concept, t shirt, reasonable price, factory outlet, visit this place, food court, jeans, cinema, supermarket, street, xxi;30;2017/9/18;-6.911733,107.61102;This shopping mall complex is conveniently located amidst the hustle n bustle of jalan cihampelas. A nice quiet place to eat out with friends n family.As for shopping, there us not much of a spread to explore. All the shopping is on the main road itself.Again it's just an eatery hub with friends and family.;524595293;Not as per expectation - Cihampelas Walk Shopping Mall;40;Shopping Malls, Shopping ;Gurugram (Gurgaon), India;140;28.459497;77.026638
